1060;Driftmoon;2013;Interactive Kingdom;
1061;Driv3r;2004;Reflections Interactive;
1062;Driver;1999;Reflections Interactive;
1063;Driver: Parallel Lines;2006;Reflections Interactive;
1064;DROD RPG: Tendry's Tale;2008;Caravel Games;
1065;Drome Racers;2002;Attention to Detail;
1066;Drop Mania;1999;Detonium Interactive;
1067;Droplitz;2009;Blitz Arcade;
1068;Drowned God: Conspiracy of the Ages;1996;Epic Multimedia Group;
1069;Druuna: Morbus Gravis;2001;Artematica;
1070;Dubbel;1994;Norman Martina;
1071;Duck Dynasty;2014;Fun Labs;
1072;Duckman: The Legend of the Fall;1997;The Illusions Game Company;
1073;Duke Nukem 3D Atomic Edition;2013;3D Realms Entertainment;
1074;Duke Nukem: Manhattan Project;2002;Sunstorm Interactive;
1075;Dune 2000;1998;Intelligent Games;
1076;Dungeon Defenders;2011;Trendy Entertainment;
1077;Dungeon Keeper;1997;Bullfrog Productions;
1078;Dungeon Keeper 2;1999;Bullfrog Productions;
1079;Dungeon Keeper 2 (Special Edition);1999;Bullfrog Productions;
1080;Dungeon Keeper Gold;1998;Bullfrog Productions;
1081;Dungeon Keeper: The Deeper Dungeons;1997;Bullfrog Productions;
1082;Dungeon Lords;2005;Heuristic Park;
1083;Dungeon Lords: The Orb and the Oracle;2009;Heuristic Park;
1084;Dungeon Runners;2007;NCsoft;
1085;Dungeon Siege;2002;Gas Powered Games;
1086;Dungeon Siege II;2005;Gas Powered Games;
1087;Dungeon Siege II: Broken World;2006;Gas Powered Games;
1088;Dungeon Siege: Legends of Aranna;2003;Gas Powered Games;
1089;Dungeons & Dragons Online;2006;Turbine, Inc.;
1090;Dungeons & Dragons: Dragonshard;2005;Liquid Entertainment;
1091;Dust: A Tale of the Wired West;1995;Cyberflix;
1092;Dust: An Elysian Tail;2012;Humble Hearts;
1093;DX-Ball;1996;Michael P. Welch;
1094;DX-Ball 2;1998;Longbow Digital Arts;
1095;Dynasty Warriors 4;2003;Omega Force;
1096;Dynasty Warriors 6;2007;Omega Force;
1097;Dynomite!;2002;Raptisoft GamesPopCap Games;
1098;Dystopia;2005;Team Dystopia;
1099;EA Sports F1 series;1999;Image Space Incorporated;
1100;EA Sports GameShow;2007;EA Tiburon;
1101;Earache: Extreme Metal Racing;2006;Data Design Interactive;
1102;Earth & Beyond;2002;Westwood Studios;
1103;Earth 2140;1997;TopWare Interactive;
1104;Earth 2150;2000;TopWare Interactive;
1105;Earth 2150: Lost Souls;2002;Infinite;
1106;Earth 2150: The Moon Project;2000;TopWare Interactive;
1107;Earth 2160;2005;Reality Pump;
1108;Earth No More;2009;Recoil GamesRadar Group;
1109;Earth Universe;2005;Reality PumpTopWare Interactive;
1110;Earthlock: Festival of Magic;2016;Snowcastle Games;
1111;Earthrise;2009;Masthead Studios;
1112;Earthsiege 2;1996;Dynamix;
1113;Earthworm Jim;1995;Shiny Entertainment;
1114;Earthworm Jim 3D;2000;VIS Entertainment;
1115;East India Company;2009;Nitro Games;
1116;Ecco the Dolphin;2010;Novotrade International;
1117;Echelon;2001;MADia Entertainment;
1118;Echo: Secrets of the Lost Cavern;2005;Kheops Studio;
1119;Eclipse;2005;CelTech Studios;
1120;Ecstatica II;1997;Andrew Spencer Studios;
1121;Ed, Edd n Eddy: The Mis-Edventures;2005;Artificial Mind and Movement;
1122;Edge;2011;Two Tribes;
1123;Edge of Twilight;2009;Fuzzyeyes;
1124;Edna & Harvey: Harvey's New Eyes;2012;Daedalic Entertainment;
1125;Edna & Harvey: The Breakout;2008;Daedalic Entertainment;
1126;Eets;2006;Klei Entertainment;
1127;EF2000: Special Edition;1996;Digital Image Design;
1128;Eggerland Episode 0: Quest of Rara;1996;Avit;
1129;Egoboo;1999;Egoboo Development Team;
1130;Egypte Kids;2001;EMG;
1131;Eidolon;2014;Ice Water Games;
1132;Elasto Mania;2000;Balazs Rozsa;
1133;Elemental: War of Magic;2010;Stardock;
1134;Elements of Destruction;2007;Frozen Codebase;
1135;Elf Bowling;1999;NStorm, Inc.;
1136;Elf Bowling 2 : Elves Paradise;2000;NStorm, Inc.;
1137;Elf Bowling 3;2002;NStorm, Inc.;
1138;Elf Bowling 6: Air Biscuits;2005;NStorm, Inc.;
1139;Elf Bowling 7 1/7: The Last Insult;2007;Hot Lava Games, NStorm, Inc.;
1140;Elf Bowling: Bocce Style;2004;NStorm, Inc.;
1141;Elf Bowling: Hawaiian Vacation;2008;Hot Lava Games, NStorm, Inc.;
1142;Elite Warriors: Vietnam;2005;nFusion;
1143;Elven Legacy;2009;1C Company;
1144;Emerald City Confidential;2009;Wadjet Eye Games;
1145;Emergency;1998;Sixteen Tons Entertainment;
1146;Emergency Fire Response;2003;Monte Cristo Multimedia;
1147;Emergency Hospital;2009;GameInvest;
1148;Emperor: Battle for Dune;2001;Intelligent Games, Westwood Studios;
1149;Emperor: Rise of the Middle Kingdom;2002;BreakAway Games, Impressions Games;
1150;Empire Deluxe Enhanced Edition;2004;Killer Bee Software;
1151;Empire Deluxe Internet Edition;2002;Killer Bee Software;
1152;Empire Earth;2001;Stainless Steel Studios;
1153;Empire Earth II;2005;Mad Doc Software;
1154;Empire Earth II: The Art of Supremacy;2006;Mad Doc Software;
1155;Empire Earth III;2007;Mad Doc Software;
1156;Empire Earth: The Art of Conquest;2002;Mad Doc Software;
1157;Empire in Arms: The Napoleonic Wars of 1805–1815;2004;Outflank Strategy Wargames;
1158;Empire of the Ants;2000;Microids;
1159;Empire: Total War;2009;The Creative Assembly;
1160;Empires: Dawn of the Modern World;2003;Stainless Steel Studios;
1161;Enclave;2002;Starbreeze Studios;
1162;Endless Ages;2003;Avaria Corporation;
1163;Endorfun;1995;Onesong Partners;
1164;Enemy Engaged 2;2007;G2 CES;
1165;Enemy Engaged: RAH-66 Comanche vs. KA-52 Hokum;2000;Razorworks;
1166;Enemy Nations;1997;Windward Studios;
1167;Enemy Territory: Quake Wars;2007;Splash Damage, id Software;
1168;Enemy Zero;1996;WARP;
1169;Enigma: Rising Tide;2003;Tesseraction Games;
1170;Enigmo;2003;Pangea Software;
1171;Enter the Matrix;2003;Shiny Entertainment;
1172;Entomorph: Plague of the Darkfall;1995;Cyberlore Studios;
1173;Entropia Universe;2003;MindArk, FPC;
1174;e-Racer;2001;Rage Software;
1175;Eragon;2006;Stormfront Studios, Amaze Entertainment;
1176;Escape from Monkey Island;2000;LucasArts;
1177;Escape From Paradise City;2007;Sirius Games;
1178;Escape Velocity Nova;2002;Ambrosia Software, ATMOS;
1179;Eschalon: Book I;2007;Basilisk Games;
1180;Eschalon: Book II;2009;Basilisk Games;
1181;Eternal Fantasy;2007;Circus;
1182;Eternal Lands;2003;Radu Privantu;
1183;Eternal Silence;2006;Crankshaft Games;
1184;Eternity's Child;2008;Luc Bernard, Silver Sphere Studios;
1185;Etherlords series;2001;Nival Interactive;
1186;Ethnic Cleansing;2002;Resistance Records;
1187;Eti Yami: Mekanik Istila;2006;Infosfer, Yogurt Teknolojileri;
1188;Eufloria;2009;Omni Systems Limited;
1189;Euro Truck Simulator;2008;SCS Software;
1190;Eurofighter Typhoon;2001;Digital Image Design, Rage Software;
1191;Euroleague Basketball Manager;2008;U-Play Studios;
1192;Europa 1400: The Guild;2002;4HEAD Studios;
1193;Europa Universalis;2000;Paradox Interactive;
1194;Europa Universalis II;2001;Paradox Interactive;
1195;Europa Universalis III;2007;Paradox Interactive;
1196;Europa Universalis III: In Nomine;2008;Paradox Interactive;
1197;Europa Universalis III: Napoleon's Ambition;2007;Paradox Interactive;
1198;Europa Universalis: Crown of the North;2000;Paradox Entertainment;
1199;Europa Universalis: Rome;2008;Paradox Interactive;
1200;Europe Racer;2001;Davilex Games;
1201;European Air War;1998;MicroProse;
1202;EVE Burst Error;1997;C's Ware;
1203;Eve Online;2003;CCP Games;
1204;Ever 17: The Out of Infinity;2002;KID;
1205;EverQuest;1999;Sony Online Entertainment;
1206;EverQuest II;2004;Sony Online Entertainment;
1207;EverQuest II: East;2005;Sony Online Entertainment;
1208;EverQuest II: The Shadow Odyssey;2008;Sony Online Entertainment;
1209;EverQuest: Depths of Darkhollow;2005;Sony Online Entertainment;
1210;EverQuest: Dragons of Norrath;2005;Sony Online Entertainment;
1211;EverQuest: Lost Dungeons of Norrath;2003;Sony Online Entertainment;
1212;EverQuest: Prophecy of Ro;2006;Sony Online Entertainment;
1213;EverQuest: Secrets of Faydwer;2007;Sony Online Entertainment;
1214;EverQuest: The Buried Sea;2007;Sony Online Entertainment;
1215;EverQuest: The Serpent's Spine;2006;Sony Online Entertainment;
1216;Eversion HD;2010;Zaratustra Productions;
1217;Everyday Shooter;2007;Queasy Games;
1218;Everything;2017;David OReilly;
1219;Evidence: The Last Report;1996;Microïds;
1220;Evidence: The Last Ritual;2006;Lexis Numerique;
1221;Evil Dead: Hail to the King;2000;Heavy Iron Studios;
1222;Evil Dead: Regeneration;2005;Cranky Pants Games;
1223;Evil Genius;2004;Elixir Studios;
1224;Evil Islands: Curse of the Lost Soul;2000;Nival Interactive;
1225;Evil Twin: Cyprien's Chronicles;2001;In Utero;
1226;Evochron Alliance;2007;StarWraith 3D Games;
1227;Evochron Legends;2009;StarWraith 3D Games;
1228;Evochron Renegades;2007;StarWraith 3D Games;
1229;Evoland;2013;Shiro Games;
1230;Evoland 2;2015;Shiro Games;
1231;Evolution: The Game of Intelligent Life;1997;Crossover Technologies;
1232;Evolva;2000;Computer Artworks Ltd.;
1233;Ex Zeus;2005;Hyper-Devbox Japan;
1234;Excalibur 2555 AD;1997;Tempest Software;
1235;eXperience112;2007;Lexis Numerique;
1236;Explodemon;2009;Curve Studios;
1237;Exteel;2007;NCsoft;
1238;Extreme Paintbrawl;1998;Creative Carnage;
1239;Extreme Rock Climbing;1999;Creative Carnage;
1240;Extreme-G 2;1998;Probe Entertainment;
1241;EZ2ON;1998;Retro Games;
1242;F.E.A.R.;2005;Monolith Productions;
1243;F.E.A.R. 2: Project Origin;2009;Monolith Productions;
1244;F.E.A.R. Extraction Point;2006;TimeGate Studios;
1245;F.E.A.R. Perseus Mandate;2007;TimeGate Studios;
1246;F1 2000;2000;Image Space Incorporated;
1247;F1 Challenge '99-'02;2003;Image Space Incorporated;
1248;F1 Manager;2000;Intelligent Games;
1249;F1 Racing Championship;2000;Ubisoft;
1250;F-22 Lightning 3;1999;Novalogic;
1251;F-22 Lightning II;1996;NovaLogic;
1252;F-22 Raptor;1997;Novalogic;
1253;F-22 Total Air War;1998;Digital Image Design;
1254;Fable;1996;Simbiosis Interactive;
1255;Fable;2004;Lionhead Studios, Big Blue Box;
1256;Faces of War;2016;Best Way;
1257;Factorio;2006;Wube Software;
1258;Fade;2001;Fade Team;
1259;Fae Tactics;2020;Endlessfluff Games;
1260;Fahrenheit;2005;Quantic Dream;
1261;Fahrenheit: Indigo Prophecy Remastered;2015;Quantic Dream, Aspyr;
1262;Fairway Solitaire;2007;Grey Alien Games;
1263;Fairy Godmother Tycoon;2007;Pogo.comElectronic Arts;
1264;Fairy Wars;2010;Team Shanghai Alice;
1265;Fairytale Fights;2009;Playlogic Game Factory;
1266;Falcon 4.0;1998;MicroProse;
1267;Falcon 4.0: Allied Force;2005;Lead Pursuit;
1268;Fallen Earth;2009;Reloaded Productions;
1269;Fallen Empire: Legions;2008;GarageGames;
1270;Falling Stars;2007;Ivolgamus;
1271;Fallout;1997;Black Isle Studios;
1272;Fallout 2;1998;Black Isle Studios;
1273;Fallout 3;2008;Bethesda Game Studios;
1274;Fallout 4;2015;Bethesda Game Studios;
1275;Fallout 76;2018;Bethesda Game Studios;
1276;Fallout Shelter;2016;Bethesda Game Studios, Behaviour Interactive;
1277;Fallout Tactics: Brotherhood of Steel;2001;Micro Forte;
1278;Fallout: New Vegas;2010;Obsidian Entertainment;
1279;Fantastic Four;2005;7 Studios, Beenox Studios;
1280;Fantasy Earth: Zero;2006;Fenix Soft;
1281;Fantasy General;1996;Strategic Simulations, Inc.;
1282;Fantasy Masters;2002;Zeonix;
1283;Fantasy Wars;2007;Ino-Co;
1284;Far Cry;2004;Crytek;
1285;Far Cry 2;2008;Ubisoft Montreal;
1286;Farland Odyssey;1999;Technical Group Laboratory;
1287;Farland Saga;1996;Technical Group Laboratory;
1288;Farland Saga: Toki no Michishirube;1997;Technical Group Laboratory;
1289;Farscape: The Game;2002;Red Lemon Studios;
1290;Fast Food Tycoon;2000;Software 2000;
1291;Fast Food Tycoon 2;2001;Software 2000;
1292;FastCrawl;2006;Glen Pawley;
1293;Fatal Fury 3: Road to the Final Victory;1996;SNK;
1294;Fatal Hearts;2007;Hanako Games;
1295;Fate;2005;WildStudios, WildTangent;
1296;Fate: Undiscovered Realms;2008;WildStudios, WildTangent;
1297;Feeding Frenzy;2004;Sprout Games, PopCap Games;
1298;Feeding Frenzy 2: Shipwreck Showdown;2006;PopCap Games;
1299;Feudal Alloy;2019;Attu Games;
1300;Fez;2013;Polytron Corporation;
1301;FIFA 06;2005;EA Canada;
1302;FIFA 07;2006;EA Canada;
1303;FIFA 08;2007;EA Canada;
1304;FIFA 09;2008;EA Canada;
1305;FIFA 10;2009;EA Canada;
1306;FIFA 11;2010;EA Canada;
1307;FIFA 12;2011;EA Canada;
1308;FIFA 13;2012;EA Canada;
1309;FIFA 14;2013;EA Canada;
1310;FIFA 15;2014;EA Canada;
1311;FIFA 16;2015;EA Canada;
1312;FIFA 17;2016;EA Vancouver, EA Bucharest;
1313;FIFA 18;2017;EA Vancouver, EA Romania;
1314;FIFA 19;2018;EA Vancouver, EA Romania;
1315;FIFA 20;2019;EA Vancouver, EA Romania;
1316;FIFA 2000;1999;EA Canada;
1317;FIFA 2001;2000;EA Canada;
1318;FIFA 2002;2001;EA Canada;
1319;FIFA 97;1996;EA Canada;
1320;FIFA 99;1998;EA Canada;
1321;FIFA Football 2003;2002;EA Canada;
1322;FIFA Football 2004;2003;EA Canada;
1323;FIFA Football 2005;2004;EA Canada;
1324;FIFA Manager 06;2005;EA Canada;
1325;FIFA Manager 07;2006;Bright Future;
1326;FIFA Manager 07: Extra Time;2007;Bright Future;
1327;FIFA Manager 08;2007;Bright Future;
1328;FIFA Manager 09;2008;Bright Future;
1329;FIFA Manager 10;2009;Bright Future;
1330;FIFA Soccer Manager;1997;EA Sports;
1331;FIFA World Cup: Germany 2006;2006;EA Canada;
1332;FIFA: Road to World Cup 98;1997;EA Canada;
1333;Fighter Squadron: The Screamin' Demons Over Europe;1999;Parsoft Interactive;
1334;Fighters Anthology;1997;Jane's Combat Simulations;
1335;Fighties;2015;PillowPigGames;
1336;Fighting Force;1997;Core Design;
1337;Final Doom;1996;id Software, TeamTNT, Casali brothers;
1338;Final Fantasy VII;1997;Square Co.;
1339;Final Fantasy VIII;1999;Square Co.;
1340;Final Fantasy XI;2002;Square Co.;
1341;Final Fantasy XIII;2014;Square Enix;
1342;Final Fantasy XIV;2010;Square Enix;
1343;Final Fantasy XV: Windows Edition;2018;Square Enix;
1344;Final Liberation;1997;Holistic Design;
1345;Finding Nemo;2003;Traveller's Tales;
1346;Finding Teddy II;2015;Storybird;
1347;FinnWars;2004;Iceflake Studios;
1348;Fire Fight;1996;Chaos Works, Epic MegaGames;
1349;Firearms;1998;FireArms Development Team;
1350;Firepower;2004;Shockwave Productions;
1351;Firo and Klawd;1996;Interactive Studios;
1352;First Battalion;2006;ZootFly;
1353;First Eagles: The Great War 1918;2006;Third Wire Productions;
1354;First Queen;1994;Kure Software Koubou;
1355;First Strike: Final Hour;2017;Blindflug Studios;
1356;Fish Tycoon;2004;Last Day of Work;
1357;Fizzball;2006;Grubby Games;
1358;FlatOut;2004;Bugbear Entertainment;
1359;FlatOut 2;2006;Bugbear Entertainment;
1360;FlatOut: Ultimate Carnage;2007;Bugbear Entertainment;
1361;Flatspace;2003;Cornutopia Software;
1362;Fleet Command;1999;Sonalysts Combat Simulations;
1363;Fleet Defender Gold;1995;Microprose;
1364;Flesh Feast;1998;Ingames;
1365;Flight Unlimited;1996;Looking Glass Studios;
1366;Flight Unlimited II;1997;Looking Glass Studios;
1367;Flight Unlimited III;1999;Looking Glass Studios;
1368;Flock!;2009;Proper Games;
1369;Floribella;2007;Move Interactive;
1370;Flyable Heart;2009;UNiSONSHIFT: Blossom;
1371;Flying Corps;1996;Rowan Software;
1372;Flying Corps Gold;1997;Rowan Software;
1373;Flying Tigers: Shadows Over China;2017;Ace Maddox;
1374;Football Manager;2005;Sports Interactive;
1375;Football Manager 2005;2005;Sports Interactive;
1376;Football Manager 2006;2005;Sports Interactive;
1377;Football Manager 2007;2006;Sports Interactive;
1378;Football Manager 2008;2007;Sports Interactive;
1379;Football Manager 2009;2008;Sports Interactive;
1380;Football Manager 2010;2009;Sports Interactive;
1381;Football Manager Live;2008;Sports Interactive;
1382;Football Mania;2002;Silicon Dreams Studio;
1383;Forbes Corporate Warrior;1997;Brooklyn Multimedia;
1384;Ford Racing;2001;Razorworks;
1385;Ford Street Racing;2006;Razorworks;
1386;Forge of Freedom: The American Civil War;2006;Western Civilization Software;
1387;Forgotten Realms: Demon Stone;2004;Stormfront Studios;
1388;Formula 1;1996;Bizarre Creations;
1389;Formula 1 97;1997;Bizarre Creations;
1390;Formula One 99;1999;Studio 33;
1391;Forsaken;1999;Probe Entertainment;
1392;Fortnite Battle Royale;2017;Epic Games;
1393;Fortress Forever;2007;Fortress Forever Development Team;
1394;Fortune-499;2018;AP Thomson;
1395;Forza Motorsport 7;2017;Turn 10 Studios;
1396;Fractal: Make Blooms Not War;2010;Cipher Prime;
1397;Fragile Allegiance;1997;Gremlin Interactive, Cajji Software;
1398;Frank Herbert's Dune;2001;Cryo Interactive;
1399;Frankenstein: Through the Eyes of the Monster;1996;Amazing Media;
1400;Freak Out: Extreme Freeride;2007;ColdWood Interactive;
1401;Freaky Creatures;2009;Abandon Interactive Entertainment;
1402;Freddi Fish 2: The Case of the Haunted Schoolhouse;1996;Humongous Entertainment;
1403;Freddi Fish 3: The Case of the Stolen Conch Shell;1998;Humongous Entertainment;
1404;Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch;1999;Humongous Entertainment;
1405;Freddi Fish 5: The Case of the Creature of Coral Cove;2001;Humongous Entertainment;
1406;Freddi Fish and Luther's Maze Madness;1996;Humongous Entertainment;
1407;Freddi Fish and Luther's Water Worries;1996;Humongous Entertainment;
1408;Freddi Fish and the Case of the Missing Kelp Seeds;1994;Humongous Entertainment;
1409;Freddy Pharkas: Frontier Pharmacist;1993;Al Lowe, Josh Mandel;
1410;Free Realms;2009;SOE San Diego;
1411;Freeciv;1999;The Freeciv developers;
1412;FreeCol;2003;The Freecol Team;
1413;Freedom Fighters;2003;IO Interactive;
1414;Freedom Force;2002;Irrational Games;
1415;Freedom Force vs the 3rd Reich;2005;Irrational Games;
1416;Freelancer;2003;Digital Anvil;
1417;FreeSpace 2;1999;Volition;
1418;Freestyle Street Soccer;2004;Silicon Dreams Studio;
1419;Frets on Fire;2006;Unreal Voodoo;
1420;Fritz (chess);1995;Frans Morsch;
1421;Frobot;2010;Fugazo Studios;
1422;Frogger 2: Swampy's Revenge;2000;Blitz Games;
1423;Frogger 3D;1997;SCE Studio Cambridge;
1424;Frogger Beyond;2002;Konami;
1425;Frogger: Ancient Shadow;2005;Hudson Soft;
1426;Frogger: The Great Quest;2001;Konami;
1427;Frogger's Adventures: The Rescue;2003;Konami HWI;
1428;From Dusk Till Dawn;2001;Gamesquad;
1429;Front Page Sports: Baseball Pro '96 Season;1996;Dynamix;
1430;Front Page Sports: Baseball Pro '98;1997;Dynamix;
1431;Front Page Sports: Football Pro '98;1997;Synergistic Software;
1432;Front Page Sports: Golf;1997;Headgate Studios;
1433;Front Page Sports: Ski Racing;1997;Dynamix;
1434;Front Page Sports: Trophy Bass 2;1996;Dynamix;
1435;Front Page Sports: Trophy Bass 2 - Northern Lakes;1997;Dynamix;
1436;Front Page Sports: Trophy Rivers;1997;Dynamix;
1437;Frontlines: Fuel of War;2008;Kaos Studios;
1438;Frozen Bubble;2002;Guillaume Cottenceau;
1439;Frozen Synapse;2011;Mode 7 Games;
1440;FTL: Faster Than Light;2012;Subset Games;
1441;Fuck Quest;2004;Richard Eter;
1442;Fuck Quest 2: Romancing the Bone;2004;[unknown];
1443;Fuel;2006;Firetoad Software;
1444;Fuel;2009;Asobo Studio;
1445;Full Pipe;2003;Pipe Studio;
1446;Full Spectrum Warrior;2004;Pandemic Studios;
1447;Full Spectrum Warrior: Ten Hammers;2006;Pandemic Studios;
1448;Full Throttle Remastered;2017;Double Fine Productions;
1449;Full Tilt! Pinball;1996;Cinematronics;
1450;Fun School 5 in Dreamland;1995;Europress Software;
1451;Fun School 5 in Space;1995;Europress Software;
1452;Fun School 5 in Time;1995;Europress Software;
1453;Fun School 6 in Fairyland;1996;Europress Software;
1454;Fun School 6 in Futureland;1996;Europress Software;
1455;Fun School 6 in Magicland;1996;Europress Software;
1456;Fun School Specials;1993;Europress Software;
1457;Fur Fighters;2000;Bizarre Creations;
1458;Furcadia;1996;Dragon's Eye Productions;
1459;Furifuri;2008;130 cm;
1460;Fury;2007;Auran;
1461;Fury3;1995;Terminal Reality;
1462;Fuser;2020;Harmonix;
1463;Future Cop: LAPD;1998;Electronic Arts;
1464;Future Tactics: The Uprising;2004;Zed Two;
1465;FX Fighter Turbo;1996;Argonaut Software Ltd.;
1466;G Senj? no Ma?;2008;Akabeisoft2;
1467;G.I. Joe: The Rise of Cobra;2009;Double Helix Games;
1468;Gabriel Knight 3: Blood of the Sacred, Blood of the Damned;1999;Sierra On-Line;
1469;Gabriel Knight: Sins of the Fathers;1993;Sierra On-Line;
1470;Gadget Trial;2006;KOGADO Studio;
1471;Gadget: Invention, Travel, & Adventure;1993;Synergy, Inc.;
1472;Gal*Gun Returns;2021;Inti Creates;
1473;Gal*Gun: Double Peace;2016;Inti Creates;
1474;Galactic Civilizations;2003;Stardock;
1475;Galactic Civilizations II: Dark Avatar;2007;Stardock;
1476;Galactic Civilizations II: Dread Lords;2006;Stardock;
1477;Galactic Civilizations II: Endless Universe;2008;Stardock;
1478;Galactic Civilizations II: Twilight of the Arnor;2008;Stardock;
1479;Galaforce Worlds;2003;Superior Interactive;
1480;Galaga: Destination Earth;2000;King of the Jungle Ltd.;
1481;Galidor: Defenders of the Outer Dimension;2003;Asylum Entertainment;
1482;Game Tycoon;2006;Tri Synergy;
1483;Gang Beasts;2014;Boneloaf;
1484;Gang Garrison 2;2008;Faucet Software;
1485;Garage: Bad Dream Adventure;1999;Kinotrope;
1486;Garden Rescue;2015;Rainbow Games;
1487;Garden Rescue: Christmas Edition;2015;Rainbow Games;
1488;Garfield: A Tail of Two Kitties;2006;Two Tribes B.V.;
1489;Garfield: Caught in the Act;1996;Point of View, Inc.;
1490;Garry's Mod;2005;Facepunch Studios;
1491;Gary Grigsby's World At War;2005;2 by 3 Games;
1492;Gate 88;2005;Queasy Games;
1493;Gateway;1992;Legend Entertainment;
1494;G-Darius;2001;Taito;
1495;Gearhead Garage;1999;Mekada;
1496;Gears 5;2019;The Coalition;
1497;Gears of War;2006;Epic Games;
1498;Gears of War 4;2016;The Coalition;
1499;Gears of War: Ultimate Edition;2016;The Coalition;
1500;Gears Pop!;2019;Mediatonic;
1501;Gears Tactics;2019;Splash Damage;
1502;Gemsweeper;2007;Lobstersoft;
1503;Geneforge;2001;Spiderweb Software;
1504;Geneforge 2;2003;Spiderweb Software;
1505;Geneforge 3;2005;Spiderweb Software;
1506;Geneforge 4: Rebellion;2006;Spiderweb Software;
1507;Geneforge 5: Overthrow;2008;Spiderweb Software;
1508;General;1999;NewGame Software;
1509;GeneRally;2002;Hannu and Jukka Räbinä;
1510;Genesis Rising: The Universal Crusade;2007;Metamorf Studios;
1511;Genesys;2000;Cybele Productions, Wanadoo Edition;
1512;Genewars;1996;Bullfrog Productions;
1513;Geometry Wars;2003;Bizarre Creations;
1514;Get Medieval;1998;Monolith Productions;
1515;Gex;1994;Crystal Dynamics;
1516;Gex 3: Deep Cover Gecko;1999;Crystal Dynamics;
1517;Gex: Enter the Gecko;1998;Crystal Dynamics;
1518;G-Force;2009;Eurocom;
1519;Ghajini - The Game;2009;Fx Labs;
1520;Ghost Blade HD;2017;Hucast;
1521;Ghost Cemetery;1993;Albert C. Ashton;
1522;Ghost Master;2003;Sick Puppies;
1523;Ghost of a Tale;2015;SeithCG;
1524;Ghostbusters: The Video Game;2009;Terminal Reality, Threewave Software;
1525;Ghostbusters: The Video Game Remastered;2019;Saber Interactive;
1526;Giants: Citizen Kabuto;2000;Planet Moon Studios;
1527;Gibbage;2006;Dan Marshall;
1528;Giri Giri Love;2002;Hayashi-Gumi;
1529;Gish;2004;Cryptic Sea;
1530;Gizmos & Gadgets!;1997;The Learning Company;
1531;Gladiator: Sword of Vengeance;2003;Acclaim Studios Manchester;
1532;Gladiators of Rome;2002;Cat Daddy Games LLC;
1533;Glest;2004;Glest Team;
1534;Global Conflict: Palestine;2007;Serious Games Interactive;
1535;Global Conflicts: Latin America;2008;Serious Games Interactive;
1536;Global Operations;2002;Barking Dog Studios;
1537;Globulation 2;2009;Globulation 2 Team;
1538;Glory of the Roman Empire;2006;Haemimont Games;
1539;Glove on Fight;2002;Watanabe Seisakujo;
1540;Glover;1998;Interactive Studios;
1541;G-Nome;1997;7th Level;
1542;GNU Chess;1984;The GNU Chess Team;
1543;Gobliiins 4;2009;Société Pollene;
1544;God Eater 3;2019;Bandai Namco;
1545;Godfather: The Game;2006;Electronic Arts;
1546;Gods and Generals;2003;Anivision;
1547;GoldenEye: Source;2010;Team Goldeneye: Source;
1548;Golf Resort Tycoon;2001;Cat Daddy Games;
1549;Golf Resort Tycoon II;2002;Cat Daddy Games;
1550;Google Lively;2008;Google Inc.;
1551;Gore: Ultimate Soldier;2002;4D Rulers;
1552;Gothic;2001;Piranha Bytes;
1553;Gothic 3: Forsaken Gods;2008;Trine Games;
1554;Gothic II;2002;Piranha Bytes;
1555;Gothic II: Night of the Raven;2003;Piranha Bytes;
1556;GP Challenge;2002;Midas Interactive Entertainment;
1557;G-Police;1997;Psygnosis;
1558;Granado Espada;2007;IMC Games Co.,Ltd.;
1559;Grand Ages: Rome;2009;Haemimont Games;
1560;Grand Prix 3;2000;MicroProse;
1561;Grand Prix 4;2002;MicroProse;
1562;Grand Prix Legends;1998;Papyrus Design Group;
1563;Grand Prix Manager 2;1996;Edward Grabowski Communications Ltd;
1564;Grand Theft Auto;1997;DMA Design;
1565;Grand Theft Auto 2;1999;DMA Design;
1566;Grand Theft Auto III;2001;DMA Design;
1567;Grand Theft Auto IV;2008;Rockstar North;
1568;Grand Theft Auto V;2015;Rockstar North;
1569;Grand Theft Auto: London 1961;1999;Rockstar Canada;
1570;Grand Theft Auto: London 1969;1999;Rockstar Canada;
1571;Grand Theft Auto: San Andreas;2004;Rockstar North;
1572;Grand Theft Auto: Vice City;2002;Rockstar North;
1573;Grandia II;2000;Game Arts;
1574;Granny's Garden;1983;4Mation;
1575;Great Invasions;2005;Philippe Thibaut, Luca Cammisa;
1576;Great Tree, The;2007;Reflexive Entertainment;
1577;GreedFall;2019;Spiders;
1578;Green Green;2001;Groover;
1579;Green Hell;2019;Creepy Jar;
1580;Gregory and the Hot Air Balloon;1996;Capitol Multimedia, Inc.;
1581;Grey's Anatomy: The Video Game;2009;Longtail Studios;
1582;Grid;2019;Codemasters;
1583;Grid 2;2013;Codemasters;
1584;Grid Autosport;2014;Codemasters;
1585;Grid Runner;1996;Radical Entertainment;
1586;Gridrunner Revolution;2009;Llamasoft;
1587;Gridrunner++;2002;Llamasoft;
1588;Grim Fandango;1998;LucasArts;
1589;Ground Control;2000;Massive Entertainment;
1590;Ground Control II: Operation Exodus;2004;Massive Entertainment;
